Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Automated Manual,Automatic,Automatic with Select Shift,Continuously Variable,Manual,Diesel,Ethanol(E85),Premium Gasoline,Regular Gasoline
1.4,4,8.5,5.8,39,168,0,0,0,0,1,0,0,0,1
3.6,6,13.9,9.8,23,278,0,1,0,0,0,0,0,0,1
3.6,6,17.7,13.0,18,250,0,1,0,0,0,0,1,0,0
5.7,8,17.3,11.5,19,338,0,1,0,0,0,0,0,0,1
3.6,6,13.7,9.4,24,271,0,1,0,0,0,0,0,0,1
3.6,6,19.2,13.1,17,262,0,1,0,0,0,0,1,0,0
2.4,4,12.7,9.1,25,255,0,1,0,0,0,0,0,0,1
3.6,6,14.2,9.4,23,278,0,1,0,0,0,0,0,0,1
3.6,6,18.9,12.9,17,259,0,1,0,0,0,0,1,0,0
3.6,6,14.5,9.9,23,285,0,1,0,0,0,0,0,0,1
1.4,4,8.7,6.9,36,182,0,1,0,0,0,0,0,0,1
1.4,4,7.9,6.3,39,166,0,0,0,0,1,0,0,0,1
1.4,4,8.7,6.9,36,182,0,1,0,0,0,0,0,0,1
1.4,4,7.6,5.9,42,156,0,0,0,0,1,0,0,0,1
1.4,4,9.6,7.3,33,198,0,1,0,0,0,0,0,0,1
1.4,4,8.5,6.9,36,179,0,0,0,0,1,0,0,0,1
1.4,4,9.6,7.3,33,198,0,1,0,0,0,0,0,0,1
1.4,4,8.5,6.9,36,179,0,0,0,0,1,0,0,0,1
1.4,4,9.6,7.3,33,198,0,1,0,0,0,0,0,0,1
1.4,4,8.5,6.9,36,179,0,0,0,0,1,0,0,0,1
1.4,4,10.6,7.8,30,216,0,1,0,0,0,0,0,0,1
1.4,4,9.9,7.2,32,200,1,0,0,0,0,0,0,0,1
1.4,4,9.3,7.1,34,191,0,0,0,0,1,0,0,0,1
2.0,4,5.6,6.4,47,138,0,0,0,1,0,0,0,0,1
2.0,4,11.5,7.8,29,225,0,0,1,0,0,0,0,0,1
2.0,4,11.3,7.9,29,225,0,0,1,0,0,0,0,0,1
3.5,6,13.2,9.0,25,260,0,0,1,0,0,0,0,0,1
2.0,4,11.8,8.4,27,237,0,0,1,0,0,0,0,0,1
3.5,6,13.7,9.6,24,271,0,0,1,0,0,0,0,0,1
2.7,6,13.6,9.8,24,274,0,0,1,0,0,0,0,0,1
1.6,4,10.4,7.4,31,207,0,0,1,0,0,0,0,0,1
2.0,4,10.9,8.0,29,221,0,0,1,0,0,0,0,0,1
2.5,4,10.9,7.6,30,218,0,0,1,0,0,0,0,0,1
1.6,4,10.6,8.0,30,216,0,0,1,0,0,0,0,0,1
2.0,4,11.4,8.4,28,232,0,0,1,0,0,0,0,0,1
3.5,6,16.2,11.8,20,327,0,0,1,0,0,0,0,0,1
3.5,6,16.4,12.0,20,331,0,0,1,0,0,0,0,0,1
2.0,4,11.9,8.5,27,239,0,1,0,0,0,0,0,0,1
3.5,6,13.7,9.7,24,274,0,0,1,0,0,0,0,0,1
3.5,6,18.6,13.0,18,258,0,0,1,0,0,0,1,0,0
3.5,6,14.9,10.7,22,299,0,0,1,0,0,0,0,0,1
3.5,6,14.2,10.3,23,288,0,0,1,0,0,0,0,0,1
3.5,6,19.2,14.1,17,270,0,0,1,0,0,0,1,0,0
2.7,6,12.2,9.2,26,248,0,0,1,0,0,0,0,0,1
3.5,6,13.7,9.9,24,276,0,0,1,0,0,0,0,0,1
3.5,6,13.2,9.6,25,264,0,1,0,0,0,0,0,0,1
3.5,6,17.9,13.0,18,251,0,1,0,0,0,0,1,0,0
5.0,8,15.5,10.6,21,306,0,0,1,0,0,0,0,0,1
5.0,8,20.7,14.3,16,286,0,0,1,0,0,0,1,0,0
2.7,6,13.3,10.4,24,276,0,0,1,0,0,0,0,0,1
3.5,6,14.2,10.4,23,288,0,0,1,0,0,0,0,0,1
3.5,6,13.9,10.5,23,285,0,1,0,0,0,0,0,0,1
3.5,6,18.9,14.2,17,269,0,1,0,0,0,0,1,0,0
5.0,8,16.0,11.3,20,320,0,0,1,0,0,0,0,0,1
5.0,8,21.7,15.1,15,299,0,0,1,0,0,0,1,0,0
1.6,4,8.7,6.4,37,175,0,0,1,0,0,0,0,0,1
1.6,4,8.5,6.5,37,175,0,0,0,0,1,0,0,0,1
1.0,3,7.5,5.5,43,152,0,0,0,0,1,0,0,0,1
1.6,4,8.4,6.2,38,170,0,0,1,0,0,0,0,0,1
1.6,4,8.9,6.8,35,184,0,0,0,0,1,0,0,0,1
3.5,6,13.3,9.5,24,267,0,0,1,0,0,0,0,0,1
3.5,6,13.7,10.1,23,278,0,0,1,0,0,0,0,0,1
3.5,6,14.6,10.4,22,294,0,0,1,0,0,0,0,0,1
1.0,3,8.1,5.9,40,163,0,0,0,0,1,0,0,0,1
2.0,4,10.2,7.3,32,205,0,0,0,0,1,0,0,0,1
2.0,4,8.9,6.2,37,177,1,0,0,0,0,0,0,0,1
2.0,4,11.9,8.5,27,166,1,0,0,0,0,0,1,0,0
2.0,4,9.1,6.3,36,179,0,0,1,0,0,0,0,0,1
2.0,4,12.2,8.6,27,170,0,0,1,0,0,0,1,0,0
2.0,4,9.3,6.7,35,186,0,0,0,0,1,0,0,0,1
2.0,4,12.4,9.1,26,174,0,0,0,0,1,0,1,0,0
1.5,4,9.9,6.5,34,193,0,0,1,0,0,0,0,0,1
1.5,4,9.4,6.3,35,184,0,0,1,0,0,0,0,0,1
2.0,4,10.5,7.0,32,205,0,0,1,0,0,0,0,0,1
2.5,4,10.6,7.0,32,205,0,0,1,0,0,0,0,0,1
2.0,4,10.8,7.5,30,214,0,0,1,0,0,0,0,0,1
2.0,4,5.4,5.8,51,126,0,0,0,1,0,0,0,0,1
2.3,4,11.0,7.4,30,216,0,0,1,0,0,0,0,0,1
2.3,4,10.6,7.5,31,212,0,0,0,0,1,0,0,0,1
3.7,6,12.6,8.5,26,246,0,0,1,0,0,0,0,0,1
3.7,6,13.5,8.3,25,258,0,0,0,0,1,0,0,0,1
5.0,8,14.9,9.5,23,285,0,0,1,0,0,0,0,0,1
5.0,8,15.2,9.3,23,288,0,0,0,0,1,0,0,0,1
2.3,4,11.6,7.9,29,228,0,0,1,0,0,0,0,0,1
5.0,8,15.4,10.0,22,299,0,0,1,0,0,0,0,0,1
3.5,6,16.6,12.5,19,338,0,0,1,0,0,0,0,0,1
3.7,6,16.6,12.6,19,340,0,0,1,0,0,0,0,0,1
3.7,6,22.1,16.7,14,315,0,0,1,0,0,0,1,0,0
2.0,4,10.5,7.4,31,209,0,0,1,0,0,0,0,0,1
3.5,6,13.9,9.5,24,274,0,0,1,0,0,0,0,0,1
3.5,6,12.2,8.2,27,239,0,0,1,0,0,0,0,0,1
3.5,6,17.4,11.3,19,235,0,0,1,0,0,0,1,0,0
3.5,6,13.0,9.1,25,260,0,0,1,0,0,0,0,0,1
3.5,6,18.8,12.6,18,256,0,0,1,0,0,0,1,0,0
1.6,4,10.6,7.9,30,216,0,0,1,0,0,0,0,0,1
2.5,4,11.3,8.2,29,228,0,0,1,0,0,0,0,0,1
2.5,4,11.7,8.4,28,235,0,0,1,0,0,0,0,0,1
2.5,4,12.0,8.5,27,239,0,0,1,0,0,0,0,0,1
3.6,6,14.2,9.9,23,283,0,1,0,0,0,0,0,0,1
3.6,6,14.6,10.2,22,290,0,1,0,0,0,0,0,0,1
2.5,4,11.9,8.8,27,242,0,1,0,0,0,0,0,0,1
2.5,4,12.2,9.1,26,248,0,0,0,0,1,0,0,0,1
3.6,6,13.0,9.2,25,260,0,1,0,0,0,0,0,0,1
2.5,4,12.7,9.5,25,260,0,1,0,0,0,0,0,0,1
3.6,6,13.5,9.8,24,271,0,1,0,0,0,0,0,0,1
4.8,8,21.0,14.2,16,414,0,1,0,0,0,0,0,0,1
6.0,8,22.0,14.9,15,432,0,1,0,0,0,0,0,0,1
6.0,8,22.0,14.9,15,432,0,1,0,0,0,0,0,0,1
6.0,8,30.3,20.5,11,414,0,1,0,0,0,0,1,0,0
4.8,8,21.3,14.3,16,416,0,1,0,0,0,0,0,0,1
6.0,8,22.2,15.1,15,437,0,1,0,0,0,0,0,0,1
6.0,8,22.2,15.1,15,437,0,1,0,0,0,0,0,0,1
6.0,8,30.6,20.6,11,418,0,1,0,0,0,0,1,0,0
4.3,6,13.4,9.9,24,274,0,1,0,0,0,0,0,0,1
4.3,6,19.3,14.3,17,274,0,1,0,0,0,0,1,0,0
5.3,8,14.6,10.3,22,292,0,1,0,0,0,0,0,0,1
5.3,8,19.9,13.8,16,275,0,1,0,0,0,0,1,0,0
6.2,8,16.1,11.4,20,322,0,1,0,0,0,0,0,1,0
4.3,6,14.1,10.6,23,288,0,1,0,0,0,0,0,0,1
4.3,6,20.3,15.2,16,288,0,1,0,0,0,0,1,0,0
5.3,8,14.9,10.7,22,299,0,1,0,0,0,0,0,0,1
5.3,8,20.2,14.3,16,280,0,1,0,0,0,0,1,0,0
6.2,8,16.3,11.6,20,327,0,1,0,0,0,0,0,1,0
2.4,4,10.5,7.3,31,209,0,1,0,0,0,0,0,0,1
2.4,4,10.5,7.3,31,209,0,1,0,0,0,0,0,0,1
2.4,4,15.6,10.8,21,214,0,1,0,0,0,0,1,0,0
3.6,6,14.2,9.5,23,278,0,1,0,0,0,0,0,0,1
2.4,4,11.5,8.2,28,230,0,1,0,0,0,0,0,0,1
3.6,6,14.8,9.9,22,290,0,1,0,0,0,0,0,0,1
5.3,8,14.9,10.1,22,292,0,1,0,0,0,0,0,0,1
5.3,8,20.2,13.6,16,275,0,1,0,0,0,0,1,0,0
5.3,8,15.1,10.4,22,299,0,1,0,0,0,0,0,0,1
5.3,8,20.5,14.0,16,282,0,1,0,0,0,0,1,0,0
6.2,8,16.2,11.4,20,322,0,1,0,0,0,0,0,1,0
6.2,8,15.9,11.1,20,317,0,1,0,0,0,0,0,1,0
5.3,8,14.9,10.1,22,292,0,1,0,0,0,0,0,0,1
5.3,8,20.2,13.6,16,275,0,1,0,0,0,0,1,0,0
5.3,8,15.4,10.8,21,306,0,1,0,0,0,0,0,0,1
5.3,8,22.1,15.4,15,306,0,1,0,0,0,0,1,0,0
6.2,8,16.8,11.7,19,334,0,1,0,0,0,0,0,1,0
6.2,8,16.4,11.7,20,329,0,1,0,0,0,0,0,1,0
2.4,4,8.8,6.5,36,179,0,0,0,1,0,0,0,0,1
2.4,4,9.0,6.7,35,184,0,0,0,1,0,0,0,0,1
2.4,4,10.1,6.9,32,200,0,0,0,0,1,0,0,0,1
3.5,6,11.0,6.8,31,209,0,1,0,0,0,0,0,0,1
3.5,6,11.4,7.3,30,219,0,0,1,0,0,0,0,0,1
3.5,6,13.0,8.4,26,251,0,0,0,0,1,0,0,0,1
2.0,4,4.7,5.3,56,115,0,0,0,1,0,0,0,0,1
1.8,4,7.9,6.1,40,163,0,0,0,1,0,0,0,0,1
1.8,4,8.1,6.2,39,166,0,0,0,1,0,0,0,0,1
1.8,4,8.6,6.6,37,177,0,0,0,0,1,0,0,0,1
2.4,4,10.8,7.6,30,216,0,0,0,0,1,0,0,1,0
1.5,4,5.3,5.0,54,120,0,0,0,1,0,0,0,0,1
2.4,4,8.6,6.9,36,179,0,0,0,1,0,0,0,0,1
2.4,4,9.1,7.2,34,191,0,0,0,1,0,0,0,0,1
1.5,4,6.6,6.0,45,145,0,0,0,1,0,0,0,0,1
1.5,4,7.6,6.1,41,159,0,0,0,0,1,0,0,0,1
1.5,4,7.0,5.7,44,147,0,0,0,1,0,0,0,0,1
1.5,4,7.3,6.1,42,156,0,0,0,1,0,0,0,0,1
1.5,4,8.1,6.4,39,168,0,0,0,0,1,0,0,0,1
3.5,6,12.3,8.5,27,244,0,1,0,0,0,0,0,0,1
3.5,6,13.3,9.3,25,264,0,1,0,0,0,0,0,0,1
3.5,6,13.8,9.7,24,276,0,1,0,0,0,0,0,0,1
1.6,4,8.9,6.3,37,177,0,0,1,0,0,0,0,0,1
1.6,4,8.7,6.3,37,175,0,0,0,0,1,0,0,0,1
1.8,4,8.5,6.3,38,172,0,0,1,0,0,0,0,0,1
1.8,4,8.8,6.4,37,177,0,0,0,0,1,0,0,0,1
2.0,4,9.7,6.7,34,191,0,0,1,0,0,0,0,0,1
2.0,4,9.8,7.0,33,196,0,0,0,0,1,0,0,0,1
2.0,4,9.6,6.8,34,191,0,0,1,0,0,0,0,0,1
2.0,4,9.7,6.7,34,191,0,0,0,0,1,0,0,0,1
2.0,4,9.7,7.2,33,198,0,0,1,0,0,0,0,0,1
2.0,4,9.8,6.9,33,196,0,0,0,0,1,0,0,0,1
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
3.8,6,14.4,9.4,23,278,0,0,1,0,0,0,0,0,1
5.0,8,17.3,10.5,20,327,0,0,1,0,0,0,0,1,0
3.8,6,14.6,9.6,23,283,0,0,1,0,0,0,0,1,0
3.8,6,14.4,9.9,23,285,0,0,0,0,1,0,0,1,0
3.3,6,12.9,9.4,25,260,0,0,1,0,0,0,0,0,1
3.3,6,13.0,9.7,25,264,0,0,1,0,0,0,0,0,1
2.4,4,11.7,8.7,27,237,0,0,1,0,0,0,0,0,1
2.0,4,12.9,9.8,25,264,0,0,1,0,0,0,0,0,1
2.4,4,12.5,9.3,25,255,0,0,1,0,0,0,0,0,1
3.3,6,13.9,10.8,23,287,0,0,1,0,0,0,0,0,1
2.0,4,10.4,7.4,31,209,0,0,1,0,0,0,0,0,1
2.4,4,9.8,6.7,34,193,0,0,1,0,0,0,0,0,1
2.4,4,9.8,6.7,34,193,0,0,1,0,0,0,0,0,1
2.4,4,6.6,5.9,45,145,0,0,1,0,0,0,0,0,1
2.4,4,6.6,5.9,45,145,0,0,1,0,0,0,0,0,1
2.0,4,10.2,8.2,30,214,0,0,1,0,0,0,0,0,1
2.0,4,11.4,8.5,28,232,0,0,0,0,1,0,0,0,1
2.4,4,11.3,8.3,28,230,0,0,1,0,0,0,0,0,1
2.0,4,11.4,9.3,27,239,0,0,1,0,0,0,0,0,1
2.4,4,11.6,9.3,27,244,0,0,1,0,0,0,0,0,1
1.6,4,8.6,6.6,37,177,1,0,0,0,0,0,0,0,1
1.6,4,9.0,6.7,35,184,0,0,0,0,1,0,0,0,1
1.6,4,9.9,7.6,32,202,0,0,1,0,0,0,0,0,1
1.6,4,9.7,7.0,33,196,0,0,0,0,1,0,0,0,1
3.7,6,12.0,8.1,27,237,0,0,1,0,0,0,0,1,0
3.7,6,12.5,8.7,26,248,0,0,1,0,0,0,0,1,0
3.5,6,8.2,6.7,38,172,0,0,1,0,0,0,0,1,0
3.5,6,8.7,7.5,34,189,0,0,1,0,0,0,0,1,0
3.7,6,12.4,8.7,26,246,0,0,1,0,0,0,0,1,0
3.7,6,13.6,9.3,24,267,0,0,0,0,1,0,0,1,0
3.7,6,13.3,9.4,25,264,0,0,1,0,0,0,0,1,0
3.7,6,13.6,9.3,24,269,0,0,1,0,0,0,0,1,0
3.7,6,14.3,9.8,23,283,0,0,0,0,1,0,0,1,0
3.7,6,12.8,8.9,26,253,0,0,1,0,0,0,0,1,0
5.6,8,14.8,9.5,23,285,0,0,1,0,0,0,0,1,0
3.7,6,13.2,9.6,24,267,0,0,1,0,0,0,0,1,0
5.6,8,15.0,10.2,22,297,0,0,1,0,0,0,0,1,0
3.5,6,8.0,6.9,38,172,0,0,1,0,0,0,0,1,0
3.7,6,13.7,9.7,24,274,0,0,1,0,0,0,0,1,0
3.5,6,11.4,8.5,28,232,0,0,0,1,0,0,0,1,0
3.5,6,12.2,8.9,26,246,0,0,0,1,0,0,0,1,0
2.5,4,8.9,8.4,32,200,0,0,0,1,0,0,0,0,1
3.7,6,14.6,10.7,22,294,0,0,1,0,0,0,0,1,0
5.6,8,16.9,11.9,19,338,0,0,1,0,0,0,0,1,0
3.0,6,11.8,8.4,27,237,0,0,1,0,0,0,0,1,0
3.0,6,11.8,8.4,27,237,0,0,1,0,0,0,0,1,0
3.0,6,12.2,8.7,27,244,0,0,1,0,0,0,0,1,0
3.0,6,12.2,8.7,27,244,0,0,1,0,0,0,0,1,0
5.0,8,15.0,10.2,22,294,0,0,1,0,0,0,0,1,0
5.0,8,15.0,10.2,22,294,0,0,1,0,0,0,0,1,0
2.0,4,12.3,8.2,27,242,0,0,1,0,0,0,0,1,0
3.0,6,13.9,8.8,24,267,0,0,1,0,0,0,0,1,0
5.0,8,15.7,10.3,21,304,0,0,1,0,0,0,0,1,0
5.0,8,21.3,14.1,16,290,0,0,1,0,0,0,1,0,0
5.0,8,15.7,10.3,21,304,0,0,1,0,0,0,0,1,0
3.0,6,14.6,9.6,23,285,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,20.6,13.6,16,280,0,0,1,0,0,0,1,0,0
3.0,6,14.7,9.6,23,288,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,20.6,13.6,16,280,0,0,1,0,0,0,1,0,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,15.9,10.9,21,313,0,0,1,0,0,0,0,1,0
5.0,8,15.6,10.9,21,308,0,0,1,0,0,0,0,1,0
5.0,8,15.9,10.9,21,313,0,0,1,0,0,0,0,1,0
5.0,8,15.6,10.9,21,308,0,0,1,0,0,0,0,1,0
2.4,4,10.9,7.7,30,218,0,1,0,0,0,0,0,0,1
2.4,4,10.9,7.7,30,218,0,1,0,0,0,0,0,0,1
2.4,4,15.2,10.2,22,206,0,1,0,0,0,0,1,0,0
3.2,6,11.4,8.1,29,228,0,1,0,0,0,0,0,0,1
2.4,4,11.3,8.3,28,230,0,1,0,0,0,0,0,0,1
2.4,4,11.3,8.3,28,230,0,1,0,0,0,0,0,0,1
2.4,4,15.9,11.0,21,219,0,1,0,0,0,0,1,0,0
3.2,6,11.6,8.5,28,235,0,1,0,0,0,0,0,0,1
2.4,4,11.4,8.6,28,232,0,1,0,0,0,0,0,0,1
3.2,6,12.6,8.9,26,251,0,1,0,0,0,0,0,0,1
2.4,4,12.1,9.4,26,251,0,1,0,0,0,0,0,0,1
3.2,6,12.2,9.0,26,248,0,1,0,0,0,0,0,0,1
2.0,4,10.7,8.8,29,228,0,0,0,1,0,0,0,0,1
2.0,4,10.2,7.8,31,212,0,0,0,0,1,0,0,0,1
2.4,4,11.2,8.6,28,230,0,1,0,0,0,0,0,0,1
2.4,4,10.2,8.2,30,214,0,0,0,0,1,0,0,0,1
2.4,4,11.4,8.7,28,235,0,1,0,0,0,0,0,0,1
2.4,4,10.6,8.6,29,223,0,0,0,0,1,0,0,0,1
2.4,4,11.7,10.3,25,255,0,0,0,1,0,0,0,0,1
3.0,6,11.2,8.4,29,267,0,1,0,0,0,1,0,0,0
3.6,6,13.9,9.8,23,278,0,1,0,0,0,0,0,0,1
3.6,6,17.7,13.0,18,250,0,1,0,0,0,0,1,0,0
5.7,8,17.3,11.5,19,338,0,1,0,0,0,0,0,0,1
6.4,8,18.5,12.6,18,363,0,1,0,0,0,0,0,1,0
2.0,4,10.7,8.8,29,228,0,0,0,1,0,0,0,0,1
2.0,4,10.2,7.8,31,212,0,0,0,0,1,0,0,0,1
2.4,4,11.2,8.6,28,230,0,1,0,0,0,0,0,0,1
2.4,4,10.2,8.2,30,214,0,0,0,0,1,0,0,0,1
2.4,4,11.4,8.7,28,235,0,1,0,0,0,0,0,0,1
2.4,4,10.6,8.6,29,223,0,0,0,0,1,0,0,0,1
2.4,4,11.7,10.3,25,255,0,0,0,1,0,0,0,0,1
1.4,4,9.9,7.5,32,202,0,0,0,0,1,0,0,0,1
2.4,4,10.8,7.7,30,216,0,1,0,0,0,0,0,0,1
2.4,4,14.2,9.9,23,195,0,1,0,0,0,0,1,0,0
1.4,4,9.9,7.5,32,202,0,0,0,0,1,0,0,0,1
2.4,4,11.2,8.0,29,225,0,1,0,0,0,0,0,0,1
3.6,6,14.1,11.1,22,294,0,1,0,0,0,0,0,0,1
3.6,6,14.2,11.0,22,294,0,0,0,0,1,0,0,0,1
3.6,6,14.8,11.7,21,308,0,1,0,0,0,0,0,0,1
3.6,6,15.0,11.4,21,308,0,0,0,0,1,0,0,0,1
3.3,6,12.7,8.4,26,246,0,0,1,0,0,0,0,0,1
1.8,4,8.8,6.1,37,175,0,0,1,0,0,0,0,0,1
1.8,4,9.3,6.3,36,182,0,0,0,0,1,0,0,0,1
2.0,4,9.7,6.7,34,191,0,0,1,0,0,0,0,0,1
2.0,4,9.8,6.9,33,196,0,0,0,0,1,0,0,0,1
1.6,4,11.1,8.0,29,223,0,0,1,0,0,0,0,0,1
1.6,4,11.1,8.2,29,225,0,0,0,0,1,0,0,0,1
2.0,4,9.5,7.2,33,196,0,0,1,0,0,0,0,0,1
2.0,4,9.7,6.9,34,193,0,0,0,0,1,0,0,0,1
1.6,4,10.6,7.8,30,216,0,0,1,0,0,0,0,0,1
1.6,4,10.8,8.1,29,221,0,0,0,0,1,0,0,0,1
2.0,4,9.7,7.1,33,198,0,0,1,0,0,0,0,0,1
2.0,4,10.0,7.4,32,202,0,0,0,0,1,0,0,0,1
3.8,6,13.3,8.9,25,260,0,0,1,0,0,0,0,0,1
5.0,8,15.7,10.3,21,306,0,0,1,0,0,0,0,1,0
2.0,4,11.7,7.7,29,228,0,0,1,0,0,0,0,0,1
2.4,4,10.2,6.9,32,200,0,0,1,0,0,0,0,0,1
2.4,4,6.6,5.9,45,145,0,0,1,0,0,0,0,0,1
2.4,4,6.7,6.1,44,147,0,0,1,0,0,0,0,0,1
1.6,4,8.8,6.3,37,177,0,0,1,0,0,0,0,0,1
1.6,4,8.7,6.4,37,177,0,0,0,0,1,0,0,0,1
1.6,4,8.5,6.3,37,175,0,0,1,0,0,0,0,0,1
2.0,4,10.6,7.6,30,214,0,0,1,0,0,0,0,0,1
2.0,4,10.8,7.4,30,214,0,0,0,0,1,0,0,0,1
3.3,6,13.2,9.7,24,267,0,0,1,0,0,0,0,0,1
3.3,6,12.9,9.5,25,262,0,0,1,0,0,0,0,0,1
3.3,6,14.2,10.5,23,288,0,0,1,0,0,0,0,0,1
2.4,4,11.8,8.7,27,239,0,0,1,0,0,0,0,0,1
3.3,6,12.7,9.0,25,255,0,0,1,0,0,0,0,0,1
2.4,4,12.2,9.4,26,251,0,0,1,0,0,0,0,0,1
3.3,6,13.4,10.0,24,271,0,0,1,0,0,0,0,0,1
1.6,4,9.8,7.8,32,205,0,0,1,0,0,0,0,0,1
1.6,4,9.9,7.8,31,207,0,0,0,0,1,0,0,0,1
2.0,4,10.1,7.7,31,207,0,0,1,0,0,0,0,0,1
2.0,4,9.7,7.7,32,202,0,0,1,0,0,0,0,0,1
2.4,4,11.4,8.3,28,230,0,0,1,0,0,0,0,0,1
2.4,4,12.9,9.2,25,260,0,0,0,0,1,0,0,0,1
2.0,4,12.6,9.7,25,260,0,0,1,0,0,0,0,0,1
2.4,4,12.0,9.1,26,246,0,0,1,0,0,0,0,0,1
6.5,12,22.2,12.7,16,412,1,0,0,0,0,0,0,1,0
6.5,12,24.0,14.5,14,453,1,0,0,0,0,0,0,1,0
5.2,10,16.8,11.7,19,334,1,0,0,0,0,0,0,1,0
6.5,12,22.1,13.9,15,423,1,0,0,0,0,0,0,1,0
2.0,4,13.5,9.9,24,274,0,0,1,0,0,0,0,1,0
3.0,6,16.2,12.1,20,329,0,0,1,0,0,0,0,1,0
3.0,6,13.9,10.4,23,283,0,0,1,0,0,0,0,1,0
5.0,8,17.2,12.5,19,347,0,0,1,0,0,0,0,1,0
5.0,8,25.0,16.9,13,342,0,0,1,0,0,0,1,0,0
5.0,8,17.2,12.5,19,347,0,0,1,0,0,0,0,1,0
5.0,8,25.0,16.9,13,342,0,0,1,0,0,0,1,0,0
2.0,4,11.3,7.9,29,223,0,0,1,0,0,0,0,1,0
2.0,4,11.3,7.9,29,223,0,0,1,0,0,0,0,1,0
3.0,6,14.0,10.5,23,285,0,0,1,0,0,0,0,1,0
5.0,8,16.6,12.3,19,338,0,0,1,0,0,0,0,1,0
5.0,8,24.0,16.6,14,331,0,0,1,0,0,0,1,0,0
1.8,4,5.5,5.9,50,131,0,0,0,1,0,0,0,0,1
2.5,4,5.8,6.1,48,136,0,0,0,1,0,0,0,0,1
3.5,6,11.3,7.5,29,221,0,0,1,0,0,0,0,0,1
3.5,6,12.3,8.5,27,244,0,0,1,0,0,0,0,1,0
3.5,6,12.6,9.1,26,253,0,0,1,0,0,0,0,1,0
3.5,6,8.0,6.9,38,172,0,0,0,1,0,0,0,1,0
4.6,8,15.7,11.7,20,320,0,0,1,0,0,0,0,1,0
2.5,6,11.1,7.8,29,221,0,0,1,0,0,0,0,1,0
2.5,6,11.8,8.7,27,239,0,0,1,0,0,0,0,1,0
2.5,6,11.2,7.8,29,221,0,0,1,0,0,0,0,1,0
3.5,6,12.3,8.5,27,244,0,0,1,0,0,0,0,1,0
3.5,6,12.6,9.1,26,253,0,0,1,0,0,0,0,1,0
3.5,6,12.2,8.7,27,244,0,0,1,0,0,0,0,1,0
4.6,8,14.4,9.6,23,283,0,0,1,0,0,0,0,1,0
4.6,8,15.2,10.2,22,297,0,0,1,0,0,0,0,1,0
4.6,8,15.2,10.2,22,297,0,0,1,0,0,0,0,1,0
5.0,8,12.7,10.1,25,264,0,0,0,1,0,0,0,1,0
5.7,8,19.0,13.6,17,382,0,0,1,0,0,0,0,1,0
2.0,4,10.6,8.4,29,221,0,0,1,0,0,0,0,1,0
2.0,4,10.8,8.8,29,228,0,0,1,0,0,0,0,1,0
2.5,4,7.1,7.7,38,170,0,0,0,1,0,0,0,0,1
3.5,6,12.3,8.5,27,244,0,0,1,0,0,0,0,1,0
3.5,6,12.6,9.1,26,253,0,0,1,0,0,0,0,1,0
5.0,8,15.2,9.5,22,290,0,0,1,0,0,0,0,1,0
3.5,6,13.3,9.8,24,269,0,0,1,0,0,0,0,0,1
3.5,6,12.7,9.1,25,255,0,0,1,0,0,0,0,0,1
3.5,6,8.0,8.5,34,189,0,0,0,1,0,0,0,1,0
2.0,4,12.4,9.0,26,251,0,0,1,0,0,0,0,0,1
2.3,4,12.9,9.2,25,258,0,0,1,0,0,0,0,0,1
3.5,6,13.9,9.5,24,274,0,0,1,0,0,0,0,0,1
3.7,6,13.1,9.0,25,258,0,0,1,0,0,0,0,0,1
3.5,6,14.6,10.4,22,294,0,0,1,0,0,0,0,0,1
2.0,4,11.5,8.4,28,232,0,0,1,0,0,0,0,0,1
3.7,6,14.1,10.0,23,281,0,1,0,0,0,0,0,0,1
3.7,6,13.7,10.3,23,278,0,0,1,0,0,0,0,0,1
2.0,4,10.5,7.0,32,205,0,0,1,0,0,0,0,0,1
3.7,6,13.1,9.2,25,260,0,0,1,0,0,0,0,0,1
2.0,4,5.7,6.0,49,133,0,0,0,1,0,0,0,0,1
3.5,6,16.2,11.8,20,327,0,0,1,0,0,0,0,0,1
3.5,6,16.1,12.3,20,331,0,0,1,0,0,0,0,0,1
3.0,6,15.2,9.6,22,292,0,0,1,0,0,0,0,1,0
3.0,6,15.6,9.5,22,294,0,0,1,0,0,0,0,1,0
4.7,8,18.2,11.4,19,347,0,0,1,0,0,0,0,1,0
4.7,8,18.2,11.6,19,350,0,0,1,0,0,0,0,1,0
3.8,8,17.5,10.7,19,334,0,0,1,0,0,0,0,1,0
3.0,6,15.7,9.7,22,299,0,0,1,0,0,0,0,1,0
2.0,4,8.9,7.3,34,189,0,0,1,0,0,0,0,0,1
2.0,4,9.0,6.8,35,184,0,0,0,0,1,0,0,0,1
